CAE;Кол-во (шт.) (Склад Москва КрС);Розница (руб.) (Склад Москва КрС);Цена (руб.) (Склад Москва КрС);
"WHS107614";4;18500;15290;
"WHS034641";1;14000;11571;
"WHS024148";5;14000;11571;
"WHS072797";1;10000;8265;
"WHS049752";14;18500;15290;
"WHS039034";8;10000;8265;
"WHS060634";1;8000;7000;
"WHS096878";1;3700;2811;
"WHS060556";1;16000;13224;
"WHS051416";32;13200;10910;
"WHS047057";1;4701;4090;
"WHS035827";2;7989;6950;
"WHS064093";1;9300;8370;
"WHS035515";1;4822;4195;
"WHS047308";3;5920;5150;
"WHS047524";1;4816;4190;
"WHS048346";4;8500;7268;
"WHS047866";1;4816;4190;
"WHS035611";1;4822;4195;
"WHS048201";4;8500;7268;
"WHS047808";4;8500;7268;
"WHS142425";1;13500;11543;
"WHS114531";1;17000;15300;
"WHS142342";1;17000;15300;
"WHS047669";4;22000;18810;
"WHS047659";1;9770;8500;
"WHS063592";4;5450;4655;
"WHS021138";4;9180;7828;
"WHS039669";8;8780;7486;
"WHS039666";4;8780;7486;
"WHS142121";4;8780;7486;
"WHS021137";8;9180;7828;
"WHS029770";4;7670;6270;
"WHS144634";4;9290;7923;
"WHS140647";2;10340;8826;
"WHS113032";4;9000;7439;
"WHS099626";1;17500;15225;
"WHS099811";1;7126;6200;
"WHS099732";4;16500;13637;
"WHS099734";4;7471;6500;
"WHS099801";1;12000;9918;
"WHS119220";4;23000;20010;
"WHS100152";1;23000;19010;
"WHS100210";3;12500;10331;
"WHS125912";1;13563;11800;
"WHS125911";1;13563;11800;
"WHS100248";3;17500;14464;
"WHS082539";4;10000;8265;
"WHS033000";4;8966;7800;
"WHS026565";2;19500;16117;
"WHS061339";2;19500;16117;
"WHS028360";1;16000;13920;
"WHS026776";4;12000;9918;
"WHS026768";8;8000;6612;
"WHS026330";2;5700;4711;
"WHS039517";8;7660;6536;
"WHS061522";8;6400;5223;
"WHS063524";2;6400;5453;
"WHS069028";2;7270;6204;
"WHS028289";3;9000;7192;
"WHS072261";2;13000;10745;
"WHS143533";2;17184;14950;
"WHS103347";1;6839;5950;
"WHS029782";1;9000;7192;
"WHS028695";1;13000;10745;
"WHS026818";1;6700;5538;
"WHS033041";2;23000;19010;
"WHS024480";1;23000;19010;
"WHS024481";10;17000;14051;
"WHS034037";3;14000;11571;
"WHS049197";4;15200;13224;
"WHS048516";4;10000;8265;
"WHS026850";2;12500;10331;
"WHS028800";1;4700;3638;
"WHS029302";4;8966;7800;
"WHS033884";2;8966;7800;
"WHS047265";4;6700;5729;
"WHS022232";2;18200;15042;
"WHS026920";8;10000;8265;
"WHS029934";4;26500;21902;
"WHS036688";4;8500;7025;
"WHS146198";1;17184;14950;
"WHS072181";1;15000;13050;
"WHS096323";4;15000;13050;
"WHS033940";1;18500;15290;
"WHS033944";8;18500;15290;
"WHS096538";4;16897;14700;
"WHS054423";1;9000;7192;
"WHS083486";4;12000;10440;
"WHS049743";8;22931;19950;
"WHS043720";8;6400;5223;
"WHS029384";1;17500;14464;
"WHS039643";4;6730;5496;
"WHS033961";4;20500;16943;
"WHS062671";2;9930;8474;
"WHS152166";1;6588;5583;
"WHS152168";4;6715;5691;
"WHS152174";4;8199;6948;
"WHS152175";2;8268;7007;
"WHS152176";4;8492;7197;
"WHS152145";2;7970;7080;
"WHS152009";8;12881;11219;
"WHS116402";4;20140;17540;
"WHS152127";1;5736;4990;
"WHS099360";1;8780;7486;
"WHS080215";2;22748;19813;
"WHS082104";3;8776;7800;
"WHS072644";1;13000;10745;
"WHS048270";2;8300;7370;
"WHS048272";3;7989;6950;
"WHS048485";1;4600;3905;
"WHS068490";1;4700;3638;
"WHS101388";2;17500;14464;
"WHS101396";2;9000;7192;
"WHS100165";2;8000;6612;
"WHS152646";3;14000;11571;
"WHS049174";1;19500;16965;
"WHS152686";2;9833;8550;
"WHS152687";1;10000;8000;
"WHS152694";4;14000;11571;
"WHS089134";2;19500;16117;
"WHS120989";4;7270;5942;
"WHS028925";3;16000;13920;
"WHS093870";4;13880;12085;
"WHS081499";1;3938;3500;
"WHS103125";1;9000;7192;
"WHS071923";1;29500;25665;
"WHS154290";4;10230;9130;
"WHS154303";1;10230;9130;
"WHS063750";4;8780;7486;
"WHS048440";1;4816;4190;
"WHS096153";2;6400;5453;
"WHS111046";4;7970;6802;
"WHS154559";4;8780;7486;
"WHS154837";4;7710;6574;
"WHS117547";4;5866;4971;
"WHS154956";4;7270;5942;
"WHS154961";8;7270;6204;
"WHS154989";3;12535;10900;
"WHS155010";8;7270;6204;
"WHS155054";8;9770;8500;
"WHS155096";4;10400;9360;
"WHS142397";1;4701;4090;
"WHS119035";2;18500;15290;
"WHS155795";12;7660;6536;
"WHS129388";4;6550;5551;
"WHS155826";2;6890;5881;
"WHS115198";1;5180;4418;
"WHS156209";4;7230;6166;
"WHS081565";1;5739;4990;
"WHS033809";2;28678;24950;
"WHS119000";4;10790;9590;
"WHS156289";6;16034;13950;
"WHS156290";4;26782;23300;
"WHS156293";4;28000;23142;
"WHS116065";2;4276;3800;
"WHS087724";2;6639;5900;
"WHS156539";3;4138;3600;
"WHS156558";4;5990;5121;
"WHS156591";1;5736;4990;
"WHS106047";3;8000;7500;
"WHS156661";4;13000;10745;
"WHS156667";4;19590;17059;
"WHS156717";2;2390;2175;
"WHS156792";7;18000;15660;
"WHS156824";2;22500;18596;
"WHS156825";1;22500;18596;
"WHS077427";8;6639;5900;
"WHS105550";3;9138;7950;
"WHS027701";3;17000;14051;
"WHS157019";8;9040;7389;
"WHS072143";1;8966;7800;
"WHS091071";4;9930;8474;
"WHS157696";4;8810;7515;
"WHS157944";3;6861;5814;
"WHS157945";4;6759;5728;
"WHS157947";4;6347;5379;
"WHS157948";4;6242;5290;
"WHS157950";1;8345;7072;
"WHS157956";4;5251;4450;
"WHS157968";4;5528;4685;
"WHS111129";4;6740;5748;
"WHS132861";1;6245;5550;
"WHS158351";4;6446;5463;
"WHS158369";4;8600;7680;
"WHS158417";3;10638;9250;
"WHS121326";3;14023;12200;
"WHS101425";4;14885;12950;
"WHS144876";4;7272;6163;
"WHS158469";4;9590;8180;
"WHS031136";4;16000;13224;
"WHS076836";1;7240;6300;
"WHS118403";2;9990;8738;
"WHS158952";12;6060;4950;
"WHS158961";1;5743;4867;
"WHS159023";4;18500;15290;
"WHS159050";1;19800;16365;
"WHS141451";5;9220;7866;
"WHS117751";1;4924;4173;
"WHS159275";4;16034;13950;
"WHS105077";4;7660;6261;
"WHS069477";3;7710;6574;
"WHS159582";4;9138;7950;
"WHS159584";4;9529;8290;
"WHS159585";8;14000;11571;
"WHS159597";1;12126;10550;
"WHS159627";8;22414;19500;
"WHS159630";4;26500;21902;
"WHS083221";4;6880;5862;
"WHS160249";8;8960;7638;
"WHS160819";1;7150;5842;
"WHS160844";8;9710;7935;
"WHS160851";12;9138;7950;
"WHS160853";12;18500;15290;
"WHS161320";1;6400;5453;
"WHS161403";4;22000;18183;
"WHS047862";2;8500;7268;
"WHS161480";4;17500;14464;
"WHS029991";1;7000;5880;
"WHS161761";1;6450;5501;
"WHS117849";8;5577;4726;
"WHS028815";3;6700;5829;
"WHS096549";4;14000;12180;
"WHS161927";4;5210;4437;
"WHS161929";3;8270;7059;
"WHS161947";4;7270;6204;
"WHS162001";4;6450;5501;
"WHS162331";5;9470;7735;
"WHS162374";1;8100;6750;
"WHS162409";4;10600;9044;
"WHS164124";8;6400;5453;
"WHS164187";4;8786;7446;
"WHS164188";2;8786;7446;
"WHS164193";4;7604;6444;
"WHS164194";8;6845;5801;
"WHS164195";4;6722;5697;
"WHS164196";2;7108;6024;
"WHS164203";8;9040;7389;
"WHS164230";4;7126;6200;
"WHS038793";1;13563;11800;
"WHS164461";4;9085;7900;
"WHS164474";4;6400;5453;
"WHS120690";4;7670;6546;
"WHS164484";3;6060;5168;
"WHS110973";8;8290;6770;
"WHS047576";1;20575;17900;
"WHS132602";4;7270;5942;
"WHS164529";4;18000;14877;
"WHS164547";3;13563;11800;
"WHS164548";1;19800;16365;
"WHS164552";2;16034;13950;
"WHS164569";5;11437;9950;
"WHS164573";4;18500;15290;
"WHS164584";18;14000;11571;
"WHS164586";1;18276;15900;
"WHS164807";4;6325;5500;
"WHS049123";4;24000;19836;
"WHS100070";8;8500;7268;
"WHS150456";4;7270;6204;
"WHS147933";4;7270;6530;
"WHS164917";1;6880;5862;
"WHS068428";4;10400;7952;
"WHS111287";4;23690;21150;
"WHS145109";4;17500;14464;
"WHS151165";3;4600;3933;
"WHS033912";2;19000;15704;
"WHS140803";4;9290;7923;
"WHS116502";4;7710;6574;
"WHS165022";2;17400;14500;
"WHS165038";8;8810;7198;
"WHS165040";4;9590;8180;
"WHS165042";4;8810;7515;
"WHS165045";8;6450;5501;
"WHS165046";1;5250;4475;
"WHS165080";4;9180;7828;
"WHS165081";8;6400;5223;
"WHS165087";8;8780;7171;
"WHS165090";8;9470;7735;
"WHS165091";3;10600;9044;
"WHS165149";1;4428;3850;
"WHS165181";1;7200;6700;
"WHS165183";4;8780;7171;
"WHS165185";4;8780;7486;
"WHS165187";8;8780;7171;
"WHS165188";4;8780;7171;
"WHS165223";1;8000;7500;
"WHS165262";8;6060;4950;
"WHS131239";4;5989;5075;
"WHS165290";3;13500;11543;
"WHS165293";2;12931;11250;
"WHS165305";4;12500;10688;
"WHS165445";4;9840;8200;
"WHS165484";4;10440;8902;
"WHS165488";8;9290;7589;
"WHS165642";7;8810;7198;
"WHS165643";4;9220;7866;
"WHS165644";4;8810;7515;
"WHS072517";1;8966;7800;
"WHS118550";1;4710;4120;
"WHS165739";2;33490;29900;
"WHS165762";4;22180;19800;
"WHS165771";4;10925;9500;
"WHS165886";4;7360;6280;
"WHS165903";3;6060;5168;
"WHS165919";4;6060;5168;
"WHS165932";4;7360;6280;
"WHS165936";8;6060;4950;
"WHS165943";3;9970;8503;
"WHS165954";4;7320;6242;
"WHS165961";16;9970;8503;
"WHS165967";4;8810;7198;
"WHS165975";1;6990;5706;
"WHS165984";4;6450;5501;
"WHS165986";4;6450;5269;
"WHS166001";1;9970;8503;
"WHS166004";1;10040;8569;
"WHS166012";4;5210;4250;
"WHS166016";15;6990;5706;
"WHS166066";4;16034;13950;
"WHS166123";4;22414;19500;
"WHS166146";4;18500;15290;
"WHS166188";1;4701;4090;
"WHS166194";1;12126;10550;
"WHS166215";2;7529;6550;
"WHS166224";1;3420;2985;
"WHS166260";4;9500;7852;
"WHS166274";8;6000;4959;
"WHS166284";4;9500;7852;
"WHS166285";4;6552;5700;
"WHS166292";4;13000;10745;
"WHS166471";1;20500;16943;
"WHS166517";4;26500;21902;
"WHS166533";8;21000;17357;
"WHS166534";12;13149;11440;
"WHS236702";4;7126;6200;
"WHS236703";4;9138;7950;
"WHS236708";2;12500;10331;
"WHS236711";4;26500;21902;
"WHS236724";1;19800;16365;
"WHS236744";4;8780;7171;
"WHS236748";4;8780;7171;
"WHS236749";4;9180;7828;
"WHS236750";4;8780;7486;
"WHS236752";12;8780;7171;
"WHS236753";12;9180;7498;
"WHS236754";4;8780;7486;
"WHS236755";4;8780;7486;
"WHS236756";8;9180;7828;
"WHS236757";4;8780;7486;
"WHS236761";4;9180;7828;
"WHS121146";2;5175;4500;
"WHS236804";4;7360;6280;
"WHS236813";4;8780;7171;
"WHS046717";1;22000;18183;
"WHS237089";1;7360;6280;
"WHS033043";1;18000;15660;
"WHS238357";10;1330;1130;
"WHS238360";2;2102;1785;
"WHS238418";3;4025;3500;
"WHS152384";1;2348;1950;
"WHS238432";1;4400;3652;
"WHS082730";3;2604;2212;
"WHS083270";4;3255;2765;
"WHS085411";1;1953;1659;
"WHS088649";20;5208;4424;
"WHS092526";4;2325;1975;
"WHS092592";1;1907;1620;
"WHS092850";4;3162;2686;
"WHS093154";2;2372;2015;
"WHS112494";1;3395;2884;
"WHS113132";1;5580;4740;
"WHS115657";1;2700;2250;
"WHS127255";1;3395;2884;
"WHS152135";11;5208;4424;
"WHS152256";7;2818;2394;
"WHS154391";6;3162;2686;
"WHS154392";1;3162;2686;
"WHS154393";7;3627;3081;
"WHS127252";4;2604;2212;
"WHS060109";4;7630;6508;
"WHS118395";2;5660;4788;
"WHS096395";4;9138;7950;
"WHS049179";2;17500;14464;
"WHS089133";4;19500;16965;
"WHS117947";4;8268;7007;
"WHS096158";2;7270;6204;
"WHS116865";8;18000;14877;
"WHS102079";4;23260;20770;
"WHS083963";4;8780;7486;
"WHS114922";4;9138;7950;
"WHS145110";2;9138;7950;
"WHS142131";4;14500;14100;
"WHS141897";8;7270;5942;
"WHS135418";1;5620;4788;
"WHS117818";4;5787;4904;
"WHS117006";4;14310;12450;
"WHS096358";1;3700;2811;
"WHS120980";3;6400;5453;
"WHS102587";4;14120;12610;
"WHS033898";1;14000;11571;
"WHS132232";4;7270;6204;
"WHS060296";2;13225;11500;
"WHS058126";4;17630;15740;
"WHS129677";4;6880;5862;
"WHS088521";1;6839;5950;
"WHS026084";1;8966;7800;
"WHS117502";4;11740;9949;
"WHS082667";2;15000;13050;
"WHS104649";4;10000;8265;
"WHS105503";4;5586;4860;
"WHS117738";2;4720;3998;
"WHS129399";4;6820;5780;
"WHS113374";3;6730;5738;
"WHS097551";4;7630;6234;
"WHS068430";3;5736;4990;
"WHS142430";1;4701;4090;
"WHS105529";4;8500;7025;
"WHS143528";4;9138;7950;
"WHS115103";8;18000;14877;
"WHS063899";4;7710;6297;
"WHS047185";1;5575;4850;
"WHS059379";3;6270;5349;
"WHS063520";4;6400;5223;
"WHS129596";4;9479;8033;
"WHS117514";4;6735;5708;
"WHS096566";5;20632;17950;
"WHS098172";2;11390;10170;
"WHS099257";8;9180;7498;
"WHS141449";4;9220;7866;
"WHS101747";4;15000;13500;
"WHS078111";1;4000;3059;
"WHS062625";1;6400;5453;
"WHS132427";4;17500;14464;
"WHS048123";4;7069;6150;
"WHS091453";4;8780;7486;
"WHS128087";2;4047;3642;
"WHS022520";1;9000;7192;
"WHS117440";2;6580;5752;
"WHS154957";8;7270;5942;
"WHS098838";4;15000;12825;
"WHS082595";1;10000;8700;
"WHS101748";2;6830;6100;
"WHS238620";3;6500;5900;
"WHS238694";4;10400;8892;
"WHS238709";8;10400;8892;
"WHS238741";4;8500;7268;
"WHS238757";4;8500;7268;
"WHS238768";4;8500;7268;
"WHS072168";2;10300;9270;
"WHS115208";4;8780;7486;
"WHS099572";4;8290;6770;
"WHS239030";2;15000;13050;
"WHS110957";8;7630;6508;
"WHS239113";2;15200;13224;
"WHS239129";1;29500;24382;
"WHS239132";7;19425;16900;
"WHS239301";1;6060;5168;
"WHS239359";1;5300;4522;
"WHS239614";4;7630;6508;
"WHS239653";1;5230;4465;
"WHS239757";4;7710;6574;
"WHS239958";4;8290;7068;
"WHS240168";20;4920;4022;
"WHS240486";2;7630;6234;
"WHS240508";4;9100;7762;
"WHS240663";3;6880;5862;
"WHS240971";8;0;3522;
"WHS240987";4;6400;5740;
"WHS241000";8;9180;7498;
"WHS241334";4;9730;8690;
"WHS241650";2;6270;5349;
"WHS241654";4;16460;14700;
"WHS241813";8;9930;8474;
"WHS242200";4;9180;7828;
"WHS243519";2;4138;3600;
"WHS244259";1;4138;3600;
"WHS244885";1;4816;4190;
"WHS245139";4;6300;5481;
"WHS245544";1;9713;8450;
"WHS246412";2;4920;4199;
"WHS246762";4;7630;6234;
"WHS246840";2;6730;5738;
"WHS247275";1;8290;7068;
"WHS247570";1;5736;4990;
"WHS248167";4;13500;11158;
"WHS248170";4;15000;13050;
"WHS248173";2;21000;17357;
"WHS248485";5;6512;5519;
"WHS248488";8;9877;8370;
"WHS248490";3;11421;9679;
"WHS248493";1;6923;5867;
"WHS248494";8;8268;7007;
"WHS248496";12;8412;7129;
"WHS248501";4;6923;5867;
"WHS248502";9;7028;5956;
"WHS130444";2;9267;7853;
"WHS248507";4;13562;11493;
"WHS248508";1;13562;11493;
"WHS248513";4;5808;4922;
"WHS248517";8;6242;5290;
"WHS248518";4;6242;5290;
"WHS248530";3;7879;6677;
"WHS248531";4;7879;6677;
"WHS248538";4;8699;7372;
"WHS248547";1;5240;4580;
"WHS248551";8;5637;4777;
"WHS248558";5;5892;4993;
"WHS248568";4;7790;6602;
"WHS248574";1;6845;5801;
"WHS248606";1;2241;1951;
"WHS248617";1;2995;2607;
"WHS248635";2;2385;2075;
"WHS248668";4;3308;2879;
"WHS248685";1;2385;2075;
"WHS248688";4;2056;1790;
"WHS248757";2;9833;8550;
"WHS248857";4;2046;1738;
"WHS248861";2;1953;1659;
"WHS248866";1;2139;1817;
"WHS248928";1;3245;2824;
"WHS249048";1;8966;7800;
"WHS249067";4;10400;8892;
"WHS249133";1;2156;1875;
"WHS249643";1;17000;14051;
"WHS117433";8;5828;4939;
"WHS180106";3;2558;2173;
"WHS250070";2;8780;7486;
"WHS028521";3;9220;7866;
"WHS053284";5;8000;6365;
"WHS250212";2;4920;4199;
"WHS250295";1;6839;5950;
"WHS250381";1;6242;5290;
"WHS250393";4;5632;4773;
"WHS250477";7;6550;5551;
"WHS250488";12;8163;6918;
"WHS250489";4;8163;6918;
"WHS250494";5;9678;8202;
"WHS250498";4;8268;7007;
"WHS250526";7;4753;4028;
"WHS250534";1;5076;4302;
"WHS250544";4;7471;6500;
"WHS250588";1;8621;7500;
"WHS250816";2;7126;6200;
"WHS250912";2;23000;19010;
"WHS252047";4;18000;15660;
"WHS252326";2;15000;13050;
"WHS254397";4;9000;7439;
"WHS261752";4;8500;7025;
"WHS261851";4;6880;5862;
"WHS261867";1;6060;5168;
"WHS261870";4;5251;4450;
"WHS261911";1;8621;7500;
"WHS261934";4;11437;9950;
"WHS111648";1;5736;4990;
"WHS195451";4;15525;13500;
"WHS195491";4;8346;7073;
"WHS195502";4;7171;6077;
"WHS195504";1;11216;9505;
"WHS195861";3;5920;5045;
"WHS195923";3;6400;5453;
"WHS196187";2;8000;7500;
"WHS196332";4;12500;11000;
"WHS196445";3;4000;3500;
"WHS196557";2;6268;5450;
"WHS196791";4;8000;7500;
"WHS196825";3;5570;4950;
"WHS197029";4;7257;6450;
"WHS197176";4;13600;11870;
"WHS197387";4;7850;6830;
"WHS197500";3;3395;2884;
"WHS197501";3;3395;2884;
"WHS197632";1;5750;5000;
"WHS197843";4;13940;12160;
"WHS198161";3;5063;4500;
"WHS198191";1;5626;5000;
"WHS198237";2;5063;4500;
"WHS198316";4;13000;8900;
"WHS198414";1;6121;5440;
"WHS198416";3;6313;5454;
"WHS198423";3;6121;5440;
"WHS198509";4;9460;8260;
"WHS198650";1;5907;5250;
"WHS198718";4;12560;10960;
"WHS198840";2;6020;5350;
"WHS198967";3;7314;6500;
"WHS198988";2;7269;6460;
"WHS199068";4;20490;17840;
"WHS199158";3;13870;12080;
"WHS199194";4;3130;2722;
"WHS199239";4;13640;11875;
"WHS199409";2;12040;10481;
"WHS199445";8;17090;14890;
"WHS199499";4;11400;9923;
"WHS199502";2;9820;8546;
"WHS199564";4;11520;10028;
"WHS199615";4;23890;20801;
"WHS199643";2;21941;19500;
"WHS199663";4;17310;15070;
"WHS199666";4;17310;15070;
"WHS199682";4;11814;10500;
"WHS199744";4;9650;8400;
"WHS199837";4;7350;6400;
"WHS200272";4;25500;21076;
"WHS200274";8;13149;11440;
"WHS200278";4;26500;21902;
"WHS200296";4;21000;17357;
"WHS200374";1;3700;2811;
"WHS200516";4;7000;6500;
"WHS200534";1;2900;2400;
"WHS267227";1;8500;7395;
"WHS201084";1;1380;1200;
"WHS201119";3;5693;4950;
"WHS201131";4;6400;5453;
"WHS252876";4;5586;4860;
"WHS119067";2;6121;5440;
"WHS201759";8;7471;6500;
"WHS201760";4;10400;8892;
"WHS201791";4;19000;15704;
"WHS201799";4;17500;14464;
"WHS201826";4;15000;12398;
"WHS201885";3;4669;4150;
"WHS201888";2;5819;5172;
"WHS202665";2;16500;14750;
"WHS202677";2;5500;4800;
"WHS202939";4;14000;11571;
"WHS202944";1;14500;12615;
"WHS203071";4;8000;6612;
"WHS203088";4;9138;7950;
"WHS203367";1;5438;4698;
"WHS203618";2;6121;5440;
"WHS203793";1;6751;6000;
"WHS203810";4;6121;5440;
"WHS203821";2;6121;5440;
"WHS203921";4;9713;8450;
"WHS203955";1;6751;6000;
"WHS204392";5;6313;5454;
"WHS204562";4;23100;20112;
"WHS204609";4;7530;6560;
"WHS204695";4;6280;5470;
"WHS204878";4;5310;4500;
"WHS204904";4;5808;4922;
"WHS204910";8;6715;5691;
"WHS204917";8;8412;7129;
"WHS205184";1;7360;6410;
"WHS205363";4;6715;5691;
"WHS205366";4;8576;7268;
"WHS205557";14;13353;11316;
"WHS205563";4;6715;5691;
"WHS205564";2;6715;5691;
"WHS205566";2;8345;7072;
"WHS205567";4;8699;7372;
"WHS205568";4;8576;7268;
"WHS205569";4;8699;7372;
"WHS205570";4;8576;7268;
"WHS205580";5;12794;10842;
"WHS205581";1;12794;10842;
"WHS205723";4;12700;10859;
"WHS205817";1;19800;16365;
"WHS205818";1;19000;15704;
"WHS205830";4;17126;14900;
"WHS206027";4;17000;14790;
"WHS206051";24;4800;3922;
"WHS206069";6;18630;15316;
"WHS206077";1;19070;15675;
"WHS206086";2;29290;24075;
"WHS206096";1;18940;15569;
"WHS206123";1;13200;10854;
"WHS206130";2;19070;15675;
"WHS206318";4;15500;12811;
"WHS206355";2;5940;4950;
"WHS206422";4;6740;5748;
"WHS206424";8;6450;5269;
"WHS252798";4;9770;8500;
"WHS206457";4;6400;5453;
"WHS206460";4;6740;5506;
"WHS206462";4;6740;5748;
"WHS206723";2;16675;14500;
"WHS206727";1;22800;19000;
"WHS206832";1;8603;7485;
"WHS206876";1;7000;5539;
"WHS206905";4;33000;27275;
"WHS206949";1;7360;6280;
"WHS206950";1;9590;8180;
"WHS059964";1;5860;4997;
"WHS125237";4;7710;6297;
"WHS207043";4;9930;8117;
"WHS207049";4;9930;8117;
"WHS207050";4;10340;8826;
"WHS207051";4;9930;8474;
"WHS207515";2;8250;7030;
"WHS207522";12;8250;7030;
"WHS207546";3;5724;4851;
"WHS207552";3;8163;6918;
"WHS207558";6;4800;4095;
"WHS207594";4;9930;8474;
"WHS207625";1;6100;5800;
"WHS207626";3;2995;2607;
"WHS251588";8;23000;19010;
"WHS207681";4;5230;4465;
"WHS207791";4;10550;8997;
"WHS207794";4;8250;7030;
"WHS207818";1;10968;9140;
"WHS207886";4;6390;5680;
"WHS207898";4;11090;9655;
"WHS208014";4;9750;8510;
"WHS208073";8;10340;8454;
"WHS255704";2;7989;6950;
"WHS208243";1;12000;10800;
"WHS208337";4;14000;12180;
"WHS208354";4;8699;7372;
"WHS208438";8;6900;5900;
"WHS208451";8;8000;6840;
"WHS208470";2;6060;5168;
"WHS208499";4;8250;7030;
"WHS208504";4;8810;7515;
"WHS208505";4;8810;7515;
"WHS208507";4;8810;7198;
"WHS208509";4;8810;7198;
"WHS208601";3;10000;8265;
"WHS208650";4;14000;11571;
"WHS208663";2;6400;5453;
"WHS208701";4;10600;9044;
"WHS208836";4;24480;21860;
"WHS208865";4;40620;36270;
"WHS208891";1;4000;3500;
"WHS208946";4;11300;9840;
"WHS209049";4;23690;20631;
"WHS209053";3;5490;4930;
"WHS209103";1;8307;7040;
"WHS209111";4;8555;7250;
"WHS209118";2;7033;5960;
"WHS209125";1;8345;7072;
"WHS209202";4;23260;20770;
"WHS209222";4;17190;15350;
"WHS209245";4;5457;4850;
"WHS209271";2;4332;3850;
"WHS209287";4;14490;12940;
"WHS209330";4;27000;23514;
"WHS209374";4;7710;6574;
"WHS209415";4;18030;16100;
"WHS209473";1;17330;15470;
"WHS209567";8;7360;6410;
"WHS209576";1;6400;5453;
"WHS209579";4;7270;6204;
"WHS209585";1;8780;7486;
"WHS209590";4;6400;5453;
"WHS209723";4;15517;13500;
"WHS209817";4;6614;5605;
"WHS209855";8;0;7171;
"WHS209856";8;0;7171;
"WHS209857";4;5230;4465;
"WHS209859";4;5230;4465;
"WHS209860";4;5230;4277;
"WHS209863";1;20400;17000;
"WHS209915";4;6290;5142;
"WHS209916";8;6290;5142;
"WHS209956";4;9180;7828;
"WHS209971";4;29500;24382;
"WHS209972";2;29500;25665;
"WHS210126";4;9590;7835;
"WHS210494";8;27000;22316;
"WHS210541";2;5736;4990;
"WHS210588";4;7270;6204;
"WHS210605";1;1680;1394;
"WHS210609";1;2325;1975;
"WHS210631";4;10200;8500;
"WHS210714";3;8270;7430;
"WHS210750";4;9220;7866;
"WHS210752";7;8960;7638;
"WHS210753";4;8810;7515;
"WHS210761";4;9590;8180;
"WHS210775";4;7662;6908;
"WHS210853";4;6150;5220;
"WHS210855";1;6410;5472;
"WHS210937";3;4370;3800;
"WHS211117";2;19363;16864;
"WHS211148";2;19090;16621;
"WHS211986";1;5615;4990;
"WHS212150";4;13820;12029;
"WHS212203";1;16740;14580;
"WHS212415";3;13502;12000;
"WHS212545";1;10797;9404;
"WHS212837";4;6290;5142;
"WHS212865";1;8776;7800;
"WHS212893";1;9564;8500;
"WHS212925";1;8776;7800;
"WHS213194";4;0;7171;
"WHS213199";4;9930;8474;
"WHS213479";4;9220;7866;
"WHS213481";4;8810;7198;
"WHS213485";5;8250;7030;
"WHS213491";3;6880;5615;
"WHS213671";3;7270;5942;
"WHS213681";4;8780;7171;
"WHS213682";1;9040;7714;
"WHS213695";4;9930;8474;
"WHS213752";2;7541;6391;
"WHS213755";4;8412;7129;
"WHS213801";4;6550;5586;
"WHS213803";4;7320;6242;
"WHS213811";8;7270;5942;
"WHS213816";4;7360;6280;
"WHS213821";1;7360;6280;
"WHS214005";4;9930;8474;
"WHS214034";4;6740;5748;
"WHS214063";4;7270;5942;
"WHS214089";4;1851;1572;
"WHS214098";4;6290;5142;
"WHS214117";4;6900;6500;
"WHS250641";1;13000;10745;
"WHS214351";8;7360;6015;
"WHS214352";4;7360;6280;
"WHS214353";3;8810;7515;
"WHS214354";2;5430;4627;
"WHS214355";2;6450;5501;
"WHS214362";2;7126;6200;
"WHS214392";3;3994;3550;
"WHS214408";1;5690;4950;
"WHS214465";2;13440;11200;
"WHS214473";4;6060;5168;
"WHS214476";4;9590;7835;
"WHS214477";4;8250;7030;
"WHS214494";3;8960;8040;
"WHS214553";4;5860;4997;
"WHS214562";4;23100;20112;
"WHS214716";3;5860;4997;
"WHS214742";8;8560;7452;
"WHS214819";1;17150;14818;
"WHS214922";2;7270;6204;
"WHS214924";8;22000;18183;
"WHS214925";4;18966;16500;
"WHS214974";12;6550;5586;
"WHS215316";2;12940;11500;
"WHS215400";4;18500;15290;
"WHS215460";4;9590;8180;
"WHS215479";1;7140;5950;
"WHS215494";1;5452;4664;
"WHS215566";4;5710;4874;
"WHS215568";4;5860;4787;
"WHS215589";4;9930;8474;
"WHS252575";4;9138;7950;
"WHS215633";4;7270;6204;
"WHS215691";1;5063;4500;
"WHS215720";4;9220;7866;
"WHS215768";4;16760;14600;
"WHS215791";4;7270;6204;
"WHS215860";4;16210;14118;
"WHS215870";3;22860;19910;
"WHS215892";2;10070;8764;
"WHS215943";4;13970;12166;
"WHS216001";1;12264;10900;
"WHS216030";8;8780;7171;
"WHS216055";1;15790;13746;
"WHS216062";4;16650;14499;
